datetime,irradiation_prediction,Predicted_Power_Watts,Actual_Power_Watts,error
12-03-20 11,264.28674,229912.08,273401.0343110384,-43488.956186038384
12-03-20 12,288.0487,249566.31,106947.2278990376,142619.0846009624
12-03-20 13,227.76712,73870.47,41238.285499490754,32632.183250509246
12-03-20 14,342.9596,49741.066,109243.58525189062,-59502.51884564062
12-03-20 15,307.78018,96239.22,19790.623988058363,76448.59476194164
12-03-20 16,249.9025,20128.15,18097.50991628096,2030.6404743440398
12-03-20 17,63.182807999999994,17004.803,961.0062489683924,16043.796485406609
12-03-20 18,10.412922000000002,-925.98065,0.0,-925.9806518554688
12-03-20 19,16.372059,125.229164,0.0,125.22916412353516
12-03-20 20,0.0,5596.682,0.0,5596.68212890625
12-03-20 21,0.0,4461.486,0.0,4461.48583984375
12-03-20 22,0.0,4543.9136,0.0,4543.91357421875
12-03-20 23,0.0,4433.8145,0.0,4433.814453125
13-03-20 00,0.0,4544.792,0.0,4544.7919921875
13-03-20 01,0.0,4556.1147,0.0,4556.11474609375
13-03-20 02,0.0,4451.991,0.0,4451.9912109375
13-03-20 03,0.0,4363.753,0.0,4363.7529296875
13-03-20 04,0.0,4491.325,0.0,4491.3251953125
13-03-20 05,0.0,4555.6475,0.0,4555.6474609375
13-03-20 06,0.0,4472.6714,2358.658035982094,2114.013350736656
13-03-20 07,0.0,15800.042,12813.295937867251,2986.7460543202487
13-03-20 08,19.631033,48770.53,15229.804278594958,33540.72697140504
13-03-20 09,102.36616500000001,26385.033,100756.52479463884,-74371.49159151384
13-03-20 10,192.30516000000003,177937.86,203114.19854571178,-25176.339170711784
13-03-20 11,231.13917999999998,187388.23,143207.00446747916,44181.22990752084
13-03-20 12,273.28747999999996,115086.766,139865.13260942767,-24778.366984427674
13-03-20 13,325.7645,124135.63,169245.89471519808,-45110.26190269808
13-03-20 14,344.06199999999995,140152.64,106378.97663594033,33773.66398905967
13-03-20 15,109.8875,74831.22,51418.1829654883,23413.035784511703
13-03-20 16,61.356483,27379.023,16405.915215304107,10973.108222195893
13-03-20 17,155.65076000000002,13547.839,5470.022783389734,8077.816083797766
13-03-20 18,74.57474,2136.9023,0.0,2136.90234375
13-03-20 19,17.321709,-267.66193,0.0,-267.66192626953125
13-03-20 20,0.0,5532.9976,0.0,5532.99755859375
13-03-20 21,0.0,4430.4795,0.0,4430.4794921875
13-03-20 22,0.0,4438.5474,0.0,4438.54736328125
13-03-20 23,0.0,4443.446,0.0,4443.44580078125
14-03-20 00,0.0,4479.001,0.0,4479.0009765625
14-03-20 01,0.0,4610.0073,0.0,4610.00732421875
14-03-20 02,0.0,4454.1875,0.0,4454.1875
14-03-20 03,0.0,4422.317,0.0,4422.31689453125
14-03-20 04,0.0,4541.009,0.0,4541.0087890625
14-03-20 05,0.0,4426.0107,0.0,4426.0107421875
14-03-20 06,0.0,4553.0776,2537.7785370253046,2015.2990996934454
14-03-20 07,0.0,17151.727,12407.933144276773,4743.7934182232275
14-03-20 08,18.248297,49988.418,171436.4878079566,-121448.06983920661
14-03-20 09,71.71698,214968.12,241263.9012296029,-26295.776229602896
14-03-20 10,162.98302999999999,252246.94,274916.4644705817,-22669.526970581675
14-03-20 11,221.64024,272331.03,273362.00153903087,-1030.970289030869
14-03-20 12,202.53885,245126.3,266686.0392959262,-21559.742420926224
14-03-20 13,330.23798000000005,254095.89,232931.57012360953,21164.320501390466
14-03-20 14,381.11786000000006,204014.73,184988.0933119157,19026.641063084302
14-03-20 15,349.17663999999996,115270.6,119533.80029006614,-4263.198727566138
14-03-20 16,288.5384,54248.85,40607.882110769795,13640.969451730205
14-03-20 17,206.41187,14923.286,4981.609579235437,9941.676553577063
14-03-20 18,116.58341999999999,1560.0386,0.041024783886691084,1559.9975494348632
14-03-20 19,27.643555,900.71375,0.0,900.7137451171875
14-03-20 20,0.0,5659.011,0.0,5659.01123046875
14-03-20 21,0.0,4519.5586,0.0,4519.55859375
14-03-20 22,0.0,4531.9673,0.0,4531.96728515625
14-03-20 23,0.0,4531.9487,0.0,4531.94873046875
15-03-20 00,0.0,4410.3755,0.0,4410.37548828125
15-03-20 01,0.0,4582.081,0.0,4582.0810546875
15-03-20 02,0.0,4500.503,0.0,4500.5029296875
15-03-20 03,0.0,4501.9014,0.0,4501.9013671875
15-03-20 04,0.0,4489.171,0.0,4489.1708984375
15-03-20 05,0.0,4530.47,0.0,4530.47021484375
15-03-20 06,0.0,4442.265,2559.6595862826052,1882.6055504361448
15-03-20 07,0.0,17828.525,11740.729458190317,6087.795932434683
15-03-20 08,25.293823,45580.203,179897.01253230427,-134316.80940730427
15-03-20 09,114.581924,239577.38,266597.70901203237,-27020.33401203237
15-03-20 10,208.99761999999998,288076.72,298461.1556535389,-10384.43690353888
15-03-20 11,293.4733,312974.94,303417.077246755,9557.860253244988
15-03-20 12,357.1477,299654.56,286740.1006352365,12914.461864763522
15-03-20 13,391.6091,259466.48,249416.88467633142,10049.599698668579
15-03-20 14,393.35532,194808.95,195585.44184226953,-776.4887172695308
15-03-20 15,360.11362,121638.42,120276.99832078142,1361.423554218578
15-03-20 16,296.99005,56743.176,37374.04641154464,19369.129369705362
15-03-20 17,213.42852999999997,15260.854,6304.766677409275,8956.086838215724
15-03-20 18,126.12527,2096.77,0.0,2096.77001953125
15-03-20 19,33.29294,945.57446,0.0,945.574462890625
15-03-20 20,0.0,5274.467,0.0,5274.466796875
15-03-20 21,0.0,4554.7593,0.0,4554.75927734375
15-03-20 22,0.0,4538.7744,0.0,4538.7744140625
15-03-20 23,0.0,4445.784,0.0,4445.7841796875
16-03-20 00,0.0,4519.1523,0.0,4519.15234375
16-03-20 01,0.0,4461.6367,0.0,4461.63671875
16-03-20 02,0.0,4495.94,0.0,4495.93994140625
16-03-20 03,0.0,4534.613,0.0,4534.61279296875
16-03-20 04,0.0,4440.6494,0.0,4440.6494140625
16-03-20 05,0.0,4421.2305,0.0,4421.23046875
16-03-20 06,0.0,4478.8926,3763.7354545156586,715.1571236093414
16-03-20 07,0.0,23307.049,25329.851322345767,-2022.8024942207667
16-03-20 08,29.540964000000002,87528.266,103191.10434572508,-15662.838720725078
16-03-20 09,97.07329,146134.38,150849.46390206643,-4715.088902066433
16-03-20 10,167.14288,149286.97,209158.89517086206,-59871.92642086206
16-03-20 11,251.23752000000002,220487.6,260299.9642069126,-39812.37045691261
16-03-20 12,321.59882000000005,264623.0,256790.86219611863,7832.137803881371
16-03-20 13,353.96713,229290.17,215756.54256259222,13533.629312407778
16-03-20 14,381.21207000000004,175443.08,174330.29457156622,1112.7835534337792
16-03-20 15,348.60706,109746.44,98806.25515130638,10940.18234869362
16-03-20 16,289.9498299999999,47153.824,37337.63620969552,9816.18800905448
16-03-20 17,210.65402000000003,14779.323,8084.092762349259,6695.230479838241
16-03-20 18,122.37231399999997,2608.282,0.0,2608.281982421875
16-03-20 19,33.78906200000001,459.0555,0.0,459.0555114746094
16-03-20 20,0.0,5229.918,0.0,5229.91796875
16-03-20 21,0.0,4440.555,0.0,4440.55517578125
16-03-20 22,0.0,4436.346,0.0,4436.34619140625
16-03-20 23,0.0,4438.623,0.0,4438.623046875
17-03-20 00,0.0,4440.163,0.0,4440.1630859375
17-03-20 01,0.0,4505.7085,0.0,4505.70849609375
17-03-20 02,0.0,4392.879,0.0,4392.87890625
17-03-20 03,0.0,4434.6313,0.0,4434.63134765625
17-03-20 04,0.0,4438.132,0.0,4438.1318359375
17-03-20 05,0.0,4441.4385,0.0,4441.4384765625
17-03-20 06,0.0,4443.9893,3638.3337994668937,805.6554583456063
17-03-20 07,0.0,24361.176,17232.042276263466,7129.133504986534
17-03-20 08,27.695090000000004,65656.63,155708.54232902537,-90051.90951652537
17-03-20 09,113.06973,211562.73,217545.24389419274,-5982.509519192739
17-03-20 10,200.493,233357.22,249680.77681153454,-16323.558061534539
17-03-20 11,273.1101,254691.34,257853.82661698057,-3162.482866980572
17-03-20 12,341.9044799999999,253765.61,239745.00223792423,14020.60713707577
17-03-20 13,342.78162000000003,197551.3,214270.56163024038,-16719.26475524038
17-03-20 14,375.14,180829.22,164732.05192729252,16097.166822707484
17-03-20 15,342.55084,102555.766,100015.83437366723,2539.931251332775
17-03-20 16,282.8849,44685.23,37002.22161472554,7683.0088540244615
17-03-20 17,202.6978,13919.034,6175.573066005802,7743.461113681698
17-03-20 18,111.68781000000003,2078.5935,0.3352550590228414,2078.258250800352
17-03-20 19,21.604782,763.529,0.0,763.5289916992188
17-03-20 20,0.0,5785.5723,0.0,5785.572265625
17-03-20 21,0.0,4444.6313,0.0,4444.63134765625
17-03-20 22,0.0,4433.4697,0.0,4433.4697265625
17-03-20 23,0.0,4439.747,0.0,4439.7470703125
18-03-20 00,0.0,4437.225,0.0,4437.22509765625
18-03-20 01,0.0,4575.024,0.0,4575.02392578125
18-03-20 02,0.0,4566.427,0.0,4566.4267578125
18-03-20 03,0.0,4479.7993,0.0,4479.79931640625
18-03-20 04,0.0,4445.482,0.0,4445.48193359375
18-03-20 05,0.0,4519.015,0.0,4519.01513671875
18-03-20 06,0.0,4486.724,4457.711128011884,29.012993081865716
18-03-20 07,0.0,27825.14,21981.098266001656,5844.042358998344
18-03-20 08,33.833650000000006,80531.25,163797.1996580769,-83265.94965807689
18-03-20 09,122.20302,214434.58,225440.85154353242,-11006.273418532423
18-03-20 10,208.63905,241893.4,256267.00963424268,-14373.603384242684
18-03-20 11,280.57294,258932.25,261798.5178343967,-2866.2678343967127
18-03-20 12,334.23804,248153.89,251152.6548743813,-2998.764249381289
18-03-20 13,238.4752,204851.39,204518.07695248834,333.31367251166375
18-03-20 14,380.17642000000006,171965.22,160215.76278400063,11749.455965999368
18-03-20 15,348.5672,100191.57,96171.83825820776,4019.732054292239
18-03-20 16,290.81929999999994,45076.18,39713.03363546137,5363.146052038632
18-03-20 17,212.84071,15507.753,7200.979922408121,8306.773007279378
18-03-20 18,126.21203,2411.65,0.0,2411.64990234375
18-03-20 19,37.60360299999999,445.35687,0.0,445.35687255859375
18-03-20 20,0.0,4982.927,0.0,4982.9267578125
18-03-20 21,0.0,4449.5063,0.0,4449.50634765625
18-03-20 22,0.0,4489.5015,0.0,4489.50146484375
18-03-20 23,0.0,4409.851,0.0,4409.85107421875
19-03-20 00,0.0,4435.7085,0.0,4435.70849609375
19-03-20 01,0.0,4490.347,0.0,4490.34716796875
19-03-20 02,0.0,4513.8003,0.0,4513.80029296875
19-03-20 03,0.0,4498.8545,0.0,4498.8544921875
19-03-20 04,0.0,4551.382,0.0,4551.3818359375
19-03-20 05,0.0,4437.8013,0.0,4437.80126953125
19-03-20 06,0.0,4357.9854,2327.716200321746,2030.2691512407541
19-03-20 07,0.0,16508.775,13398.803335837698,3109.972054787302
19-03-20 08,18.346167,53038.39,27609.06010482704,25429.33052017296
19-03-20 09,119.96956000000002,55300.67,84106.19350006513,-28805.52162506513
19-03-20 10,202.28993,145871.98,129520.34514293233,16351.639232067668
19-03-20 11,257.8209,141981.44,78805.79068223189,63175.64681776811
19-03-20 12,288.90466,64581.848,112195.69003398273,-47613.842377732726
19-03-20 13,356.28333,137118.4,163409.8202792246,-26291.4140292246
19-03-20 14,121.03883,131523.52,128056.468905425,3467.046719574995
19-03-20 15,22.505539000000002,101860.16,93402.69556497615,8457.460685023849
19-03-20 16,9.821014000000002,65123.652,32452.811889784076,32670.840453965924
19-03-20 17,60.802184999999994,34753.586,6863.850762261476,27889.735175238522
19-03-20 18,86.22994,8701.53,0.7424715513891407,8700.78780188611
19-03-20 19,24.461844999999997,-566.5662,0.0,-566.5662231445312
19-03-20 20,0.0,5697.849,0.0,5697.84912109375
19-03-20 21,0.0,4438.1226,0.0,4438.12255859375
19-03-20 22,0.0,4438.1226,0.0,4438.12255859375
19-03-20 23,0.0,4438.132,0.0,4438.1318359375
20-03-20 00,0.0,4438.132,0.0,4438.1318359375
20-03-20 01,0.0,4440.503,0.0,4440.5029296875
20-03-20 02,0.0,4599.6104,0.0,4599.6103515625
20-03-20 03,0.0,4423.7812,0.0,4423.78125
20-03-20 04,0.0,4456.715,0.0,4456.71484375
20-03-20 05,0.0,4406.5728,0.0,4406.57275390625
20-03-20 06,0.0,4455.1274,1270.7786235484164,3184.3488178578336
20-03-20 07,0.0,10925.873,16747.426903153,-5821.553856277998
20-03-20 08,17.478008000000003,72604.52,93485.3390556472,-20880.8156181472
20-03-20 09,66.18160999999999,142246.47,117560.67165210382,24685.797097896182
20-03-20 10,52.482924999999994,100479.43,84605.00303456886,15874.426652931143
20-03-20 11,53.462097,60398.38,50974.775353104626,9423.603553145374
20-03-20 12,146.74498,40670.1,145496.3614642242,-104826.2599017242
20-03-20 13,249.67307000000002,208699.7,116736.63877269662,91963.06435230338
20-03-20 14,36.223633,96781.69,37875.50681584799,58906.18068415201
20-03-20 15,4.427597,34334.71,13719.54923002617,20615.16170747383
20-03-20 16,10.471878,12414.017,4713.615209407062,7700.401392155438
20-03-20 17,132.65472,-1526.9021,813.9234093939987,-2340.8255090033736
20-03-20 18,92.79310600000001,-916.7223,0.0,-916.7222900390625
20-03-20 19,30.607437000000008,382.1353,0.0,382.13531494140625
20-03-20 20,0.0,5446.578,0.0,5446.578125
20-03-20 21,0.0,4432.7183,0.0,4432.71826171875
20-03-20 22,0.0,4436.965,0.0,4436.96484375
20-03-20 23,0.0,4441.382,0.0,4441.3818359375
21-03-20 00,0.0,4455.2124,0.0,4455.21240234375
21-03-20 01,0.0,4432.312,0.0,4432.31201171875
21-03-20 02,0.0,4591.8447,0.0,4591.8447265625
21-03-20 03,0.0,4488.694,0.0,4488.69384765625
21-03-20 04,0.0,4548.949,0.0,4548.94921875
21-03-20 05,0.0,4534.367,0.0,4534.3671875
21-03-20 06,0.0,4510.031,495.9707947189693,4014.059966999781
21-03-20 07,0.0,6590.15,22590.794368022882,-16000.644465679132
21-03-20 08,19.773045,96546.08,20022.450746374983,76523.62737862501
21-03-20 09,91.74936,23776.764,22813.91895176085,962.8447201141498
21-03-20 10,204.61049,36222.945,33054.08073153987,3168.8645809601294
21-03-20 11,255.94442999999998,43560.742,32680.245386376762,10880.496801123238
21-03-20 12,321.7895,50711.85,53365.986258806144,-2654.134696306144
21-03-20 13,357.13882,71345.27,117889.7950656578,-46544.5216281578
21-03-20 14,273.1943,101205.375,32343.282318247628,68862.09268175237
21-03-20 15,222.1052,18844.11,47663.90669285156,-28819.79731785156
21-03-20 16,264.88037,61577.69,31727.962580094485,29849.728826155515
21-03-20 17,174.36844,13764.202,9216.545028806191,4547.657119631309
21-03-20 18,130.76308999999998,1451.0022,103.557314383517,1347.444882882108
21-03-20 19,36.31472,746.91113,0.0,746.9111328125
21-03-20 20,0.0,4950.735,0.0,4950.73486328125
21-03-20 21,0.0,4429.6904,0.0,4429.6904296875
21-03-20 22,0.0,4418.812,0.0,4418.81201171875
21-03-20 23,0.0,4530.1157,0.0,4530.11572265625
22-03-20 00,0.0,4589.738,0.0,4589.73779296875
22-03-20 01,0.0,4495.4727,0.0,4495.47265625
22-03-20 02,0.0,4524.792,0.0,4524.7919921875
22-03-20 03,0.0,4521.122,0.0,4521.1220703125
22-03-20 04,0.0,4512.539,0.0,4512.5390625
22-03-20 05,0.0,4512.6997,0.0,4512.69970703125
22-03-20 06,0.0,4494.041,7889.55005741214,-3395.5090417871397
22-03-20 07,0.0,42179.75,29240.130421120284,12939.619578879716
22-03-20 08,47.786232000000005,88812.48,115709.94187607014,-26897.465313570137
22-03-20 09,118.93420400000001,151518.02,78571.23004330545,72946.78558169455
22-03-20 10,188.875,71543.02,55391.66517373225,16151.358263767746
22-03-20 11,281.47534,68366.81,97764.72108769181,-29397.90858769181
22-03-20 12,66.40921,101179.34,109632.25773337306,-8452.913983373059
22-03-20 13,174.20784000000003,94838.05,226691.89844554267,-131853.85157054267
22-03-20 14,247.23871,225234.17,167920.3237228377,57313.8481521623
22-03-20 15,339.02484,148481.17,74027.08638594048,74454.08548905952
22-03-20 16,317.35352,53001.215,34541.50145709636,18459.71338665364
22-03-20 17,234.41177000000002,17469.09,7380.67183446523,10088.418009284771
22-03-20 18,106.55856999999997,4750.839,123.13963535656482,4627.699231830935
22-03-20 19,43.456436,-666.5568,0.0,-666.5568237304688
22-03-20 20,0.0,4472.18,0.0,4472.18017578125
22-03-20 21,0.0,4490.909,0.0,4490.9091796875
22-03-20 22,0.0,4491.7456,0.0,4491.74560546875
22-03-20 23,0.0,4535.1465,0.0,4535.146484375
23-03-20 00,0.0,4502.029,0.0,4502.02880859375
23-03-20 01,0.0,4513.8145,0.0,4513.814453125
23-03-20 02,0.0,4530.9233,0.0,4530.92333984375
23-03-20 03,0.0,4503.8096,0.0,4503.8095703125
23-03-20 04,0.0,4515.4014,0.0,4515.4013671875
23-03-20 05,0.0,4511.561,0.0,4511.56103515625
23-03-20 06,0.0,4500.9565,5126.369106090285,-625.4125631215347
23-03-20 07,0.0,31553.709,20668.886833061286,10884.822151313714
23-03-20 08,48.835213,75247.28,212251.3453606581,-137004.0641106581
23-03-20 09,143.91177,236732.64,264309.05825529655,-27576.41763029655
23-03-20 10,239.33646000000002,287495.9,289930.1343630267,-2434.2281130267074
23-03-20 11,321.4707,298584.72,289664.39505342394,8920.323696576059
23-03-20 12,383.58215,278827.28,279020.58434728574,-193.30309728573775
23-03-20 13,417.39606000000003,249156.22,251238.49128127852,-2082.2725312785187
23-03-20 14,420.0857,197684.62,187936.2784319667,9748.346568033303
23-03-20 15,385.48663,116075.19,124077.06216469487,-8001.874664694871
23-03-20 16,321.5916,62442.35,45356.114251173516,17086.237311326484
23-03-20 17,236.31482999999997,19275.527,8445.672263876646,10829.855079873354
23-03-20 18,142.62090999999998,3450.9229,211.62725574422402,3239.295595818276
23-03-20 19,48.254646,805.4374,0.0,805.4373779296875
23-03-20 20,0.0,3847.7253,0.0,3847.725341796875
23-03-20 21,0.0,4444.263,0.0,4444.26318359375
23-03-20 22,0.0,4427.3853,0.0,4427.38525390625
23-03-20 23,0.0,4482.4683,0.0,4482.46826171875
24-03-20 00,0.0,4444.537,0.0,4444.537109375
24-03-20 01,0.0,4470.2715,0.0,4470.271484375
24-03-20 02,0.0,4474.2964,0.0,4474.29638671875
24-03-20 03,0.0,4633.04,0.0,4633.0400390625
24-03-20 04,0.0,4482.912,0.0,4482.912109375
24-03-20 05,0.0,4482.5674,2.5956412436648297,4479.971741568836
24-03-20 06,0.0,4569.0625,6690.34154963411,-2121.2790496341104
24-03-20 07,0.1156699659999997,39240.223,27197.958524402904,12042.264131847096
24-03-20 08,52.263729999999995,87691.15,208344.339056214,-120653.190618714
24-03-20 09,148.2002,231600.2,263853.47374767344,-32253.270622673444
24-03-20 10,243.96475,287521.22,291660.3642704593,-4139.1455204592785
24-03-20 11,329.07227000000006,303091.84,294034.6518375505,9057.191912449489
24-03-20 12,391.9776,286213.84,282287.4360951091,3926.407654890907
24-03-20 13,425.90558,251718.16,249070.90403334366,2647.252216656343
24-03-20 14,424.63873,193168.62,195508.15550351643,-2339.5305035164347
